Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g),Extraction_day,Extraction_time,diet_type,Unnamed: 0,Title,Ingredients,Instructions,Image_Name,Cleaned_Ingredients,image_path
mediterranean,Grilled Lamb Meatballs,middle eastern,84.91,25.57,138.48,2022-10-16,16:46:51,mediterranean,9659,Grilled Lamb Meatballs,"['1 pound ground lamb', '2 heaping tablespoons dry bulgur, soaked in 1 cup water until soft (about 30 minutes), then drained', '2 garlic cloves, minced', '1 small onion, grated and drained', '1 teaspoon kosher salt', '1/2 teaspoon freshly ground black pepper', '1 egg', '1 teaspoon ground cumin', '1 teaspoon ground paprika (optional)', '2 tablespoons chopped parsley', '2 tablespoons chopped cilantro (optional)', '2 tablespoons olive oil']","1. Mix together everything but the oil with your hands. Form the mixture into ovals about the size and thickness of small hamburger patties.
2. Put the meat on skewers (as shown) and brush it with the oil. Grill or broil the patties for about 4 to 5 minutes on each side.
3. Serve with the dipping sauce (see above), if desired.",grilled-lamb-meatballs-350175,"['1 pound ground lamb', '2 heaping tablespoons dry bulgur, soaked in 1 cup water until soft (about 30 minutes), then drained', '2 garlic cloves, minced', '1 small onion, grated and drained', '1 teaspoon kosher salt', '1/2 teaspoon freshly ground black pepper', '1 egg', '1 teaspoon ground cumin', '1 teaspoon ground paprika (optional)', '2 tablespoons chopped parsley', '2 tablespoons chopped cilantro (optional)', '2 tablespoons olive oil']",D:\fooddata\images\grilled-lamb-meatballs-350175
mediterranean,Honey-Glazed Doughnuts with Raisins and Pine Nuts,american,55.5,750.0,46.32,2022-10-16,16:46:51,mediterranean,11265,Honey-Glazed Doughnuts with Raisins and Pine Nuts,"['1 1/2 cups warm water (105°F to 115°F), divided', '1/2 teaspoon sugar', '1 envelope active dry yeast', '3 cups unbleached all purpose flour', '1/2 teaspoon salt', '1/4 cup raisins', '1/4 cup pine nuts', '1 large egg, beaten to blend', '1 tablespoon vegetable oil plus more for frying', '1 1/2 cups honey', '3/4 cup water', '1 tablespoon ground cinnamon']","Combine 1/4 cup warm water and sugar in small bowl. Sprinkle yeast over; stir to blend. Let stand until yeast dissolves and mixture is foamy, about 6 minutes.
Whisk flour and salt in large bowl to blend. Make well in center. Add raisins, pine nuts, egg, and 1 tablespoon oil to well. Pour remaining 1 1/4 cups warm water over, then pour yeast mixture over. Stir until smooth dough forms. Scrape down sides of bowl; cover bowl with plastic, then towel. Let dough rise in warm draft-free area until doubled in volume, about 1 1/2 hours.
Line large rimmed baking sheet with double layer of paper towels. Pour enough oil into large deep saucepan to reach depth of 2 inches. Attach deep-fry thermometer to side of pan and heat oil to 360°F to 370°F. Working in batches of 5 or 6 doughnuts, dip metal tablespoon into hot oil to coat and, without deflating dough, gently scoop up rounded tablespoonful. Drop dough into oil. Fry until deep golden, turning occasionally, about 5 minutes. Using slotted spoon, transfer doughnuts to prepared sheet and drain. Do ahead Doughnuts can be made 6 hours ahead. Let stand at room temperature. Rewarm on same sheet in 350°F oven about 15 minutes.
Whisk honey, 3/4 cup water, and cinnamon in heavy medium saucepan over medium-high heat until syrup comes to boil. Remove pan from heat. Dip warm doughnuts into honey syrup and pile onto platter. Pour remaining syrup into bowl. Serve doughnuts with remaining syrup.",honey-glazed-doughnuts-with-raisins-and-pine-nuts-236796,"['1 1/2 cups warm water (105°F to 115°F), divided', '1/2 teaspoon sugar', '1 envelope active dry yeast', '3 cups unbleached all purpose flour', '1/2 teaspoon salt', '1/4 cup raisins', '1/4 cup pine nuts', '1 large egg, beaten to blend', '1 tablespoon vegetable oil plus more for frying', '1 1/2 cups honey', '3/4 cup water', '1 tablespoon ground cinnamon']",D:\fooddata\images\honey-glazed-doughnuts-with-raisins-and-pine-nuts-236796
mediterranean,Corn and Fregola with Grilled Halloumi Cheese,italian,74.43,272.88,137.59,2022-10-16,16:46:57,mediterranean,3710,Corn and Fregola with Grilled Halloumi Cheese,"['1 cup walnuts', '1 cup fregola or Israeli couscous', 'Kosher salt', '4 ears of corn, husked', '2 tablespoons plus 1/4 cup olive oil, divided', 'Freshly ground black pepper', '8 ounces Halloumi cheese, sliced lengthwise 3/4"" thick', '3 scallions, thinly sliced', '1/2 cup coarsely chopped fresh parsley', '1/4 cup basil leaves', '1/4 cup mint leaves', '2 tablespoons fresh lemon juice', '2 tablespoons (or more) white wine vinegar']","Preheat oven to 350°F. Toast walnuts on a rimmed baking sheet, tossing once, until golden brown, 8–10 minutes. Let cool, then coarsely chop.
Cook fregola in a large pot of boiling salted water according to package directions. Drain (do not rinse) and spread out on a baking sheet to let cool.
Prepare a grill for medium-high heat. Rub corn with 1 tablespoon oil; season with salt and pepper. Grill, turning occasionally, until lightly charred and tender, 8–10 minutes. Transfer to a platter and let cool.
Meanwhile, brush cheese with 1 tablespoon oil and grill, turning once, until lightly charred in spots, about 5 minutes. Transfer to platter with corn; let cool.
Cut kernels from cobs and place in a large bowl. Add scallions, parsley, basil, mint, walnuts, and fregola. Using your hands, tear Halloumi into bite-size pieces; add to bowl and toss to combine. Add lemon juice, vinegar, and remaining 1/4 cup oil. Toss to coat; season with salt, pepper, and more vinegar, if desired.",corn-and-fregola-with-grilled-halloumi-cheese-56389730,"['1 cup walnuts', '1 cup fregola or Israeli couscous', 'Kosher salt', '4 ears of corn, husked', '2 tablespoons plus 1/4 cup olive oil, divided', 'Freshly ground black pepper', '8 ounces Halloumi cheese, sliced lengthwise 3/4"" thick', '3 scallions, thinly sliced', '1/2 cup coarsely chopped fresh parsley', '1/4 cup basil leaves', '1/4 cup mint leaves', '2 tablespoons fresh lemon juice', '2 tablespoons (or more) white wine vinegar']",D:\fooddata\images\corn-and-fregola-with-grilled-halloumi-cheese-56389730
mediterranean,Ratatouille,french,10.97,56.46,56.84,2022-10-16,16:46:57,mediterranean,9427,Ratatouille,"['1 bulb fennel, stalks discarded', '3 red bell peppers, pierced with tip of knife', '3 yellow bell peppers, pierced with tip of knife', '2 medium zucchini, quartered', '1 medium eggplant, quartered', 'About 1/2 cup extra-virgin olive oil', '1 head garlic', '2 cups tomato sauce', '1 tablespoon fresh basil, chopped', '2 teaspoons fresh thyme, chopped', '2 teaspoons fresh marjoram, chopped', '2 teaspoons kosher salt', '1 teaspoon freshly ground black pepper', '1 tablespoon balsamic vinegar']","Preheat oven to 350°F.
In large saucepan over moderately high heat, bring 2 quarts <epi:recipelink id=""105591"">salted water</epi:recipelink> to boil. Add fennel and boil until tender, about 10 minutes.
Meanwhile, rub red and yellow peppers, zucchini, and eggplant with olive oil and transfer to large baking sheet. Cut off top 1/2 inch from garlic head. Wrap in foil and transfer to baking sheet alongside vegetables.
When fennel is tender, use tongs to transfer to sheet and rub with oil. Roast vegetables, turning occasionally, until tender and slightly browned, 30 to 40 minutes.
Transfer roasted peppers to large bowl and cover with plastic wrap. Let all vegetables stand until cooled slightly, about 10 minutes. Peel and deseed peppers, then finely dice. Remove seeds from zucchini and finely dice. Finely dice eggplant. Core fennel and finely dice.
In large saucepan over moderately high heat, combine diced roasted vegetables and tomato sauce. Squeeze garlic from skins into pan. Simmer mixture, uncovered, stirring occasionally, until thickened with very little liquid remaining, about 10 minutes.
Stir in basil, thyme, marjoram, salt, pepper, balsamic vinegar, and remaining 1/4 cup olive oil. Serve immediately.",ratatouille-350730,"['1 bulb fennel, stalks discarded', '3 red bell peppers, pierced with tip of knife', '3 yellow bell peppers, pierced with tip of knife', '2 medium zucchini, quartered', '1 medium eggplant, quartered', 'About 1/2 cup extra-virgin olive oil', '1 head garlic', '2 cups tomato sauce', '1 tablespoon fresh basil, chopped', '2 teaspoons fresh thyme, chopped', '2 teaspoons fresh marjoram, chopped', '2 teaspoons kosher salt', '1 teaspoon freshly ground black pepper', '1 tablespoon balsamic vinegar']",D:\fooddata\images\ratatouille-350730
mediterranean,Almond-Apricot Chicken with Mint Pesto,italian,199.63,84.21,194.66,2022-10-16,16:46:57,mediterranean,7214,Almond-Apricot Chicken with Mint Pesto,"['4 boneless, skinless chicken breast halves (6 ounces each)', '1/2 cup sliced almonds', '2 ounces goat cheese', '4 dried apricots, cut into 1/4-inch pieces (3 tablespoons)', 'Coarse salt and fresh ground pepper', '1/3 cup plain breadcrumbs', '1 large egg, lightly beaten', '1 tablespoon olive oil', 'Mint Pesto (recipe below)', '3 cups lightly packed fresh mint', '1/4 cup sliced almonds', '1/2 cup extra-virgin olive oil', 'Coarse salt']","1. Preheat the oven to 375°F. Cut a slit in one side of each chicken breast to create a pocket about 4 inches long.
2. In a small bowl, combine 1/4 cup of the almonds with the goat cheese and apricots. Stuff each breast with one quarter of the mixture. Season with 1/2 teaspoon salt and 1/4 teaspoon pepper.
3. On a plate, combine the breadcrumbs and the remaining 1/4 cup almonds. Dip each breast into the beaten egg, then dredge in the breadcrumb mixture.
4. Heat the oil in a large ovenproof nonstick skillet over medium heat. Cook the chicken until golden, 3 to 4 minutes on each side. Transfer to the oven; bake until cooked through, about 15 minutes. Serve hot with the mint pesto on the side.
1. In a food processor, combine the mint and almonds; process until finely chopped.
2. With the motor running, gradually pour the olive oil through the feed tube. Season with salt. Keep at room temperature until ready to serve. Store leftover pesto in a sealed container in the refrigerator for up to two weeks; let it come to room temperature before serving.",almond-apricot-chicken-with-mint-pesto-363323,"['4 boneless, skinless chicken breast halves (6 ounces each)', '1/2 cup sliced almonds', '2 ounces goat cheese', '4 dried apricots, cut into 1/4-inch pieces (3 tablespoons)', 'Coarse salt and fresh ground pepper', '1/3 cup plain breadcrumbs', '1 large egg, lightly beaten', '1 tablespoon olive oil', 'Mint Pesto (recipe below)', '3 cups lightly packed fresh mint', '1/4 cup sliced almonds', '1/2 cup extra-virgin olive oil', 'Coarse salt']",D:\fooddata\images\almond-apricot-chicken-with-mint-pesto-363323
mediterranean,Hazelnut Panna Cotta with Berry Compote,italian,34.69,212.32,265.0,2022-10-16,16:47:11,mediterranean,12182,Hazelnut Panna Cotta with Berry Compote,"['2 cups whipping cream, divided', '1 teaspoon unflavored gelatin', '1 1/3 cups crème fraîche or sour cream (about 11 ounces)', '2/3 cup hazelnuts, toasted, husked, coarsely chopped', '1/2 cup plus 2 tablespoons sugar', '4 tablespoons Frangelico (hazelnut liqueur)', '1/2 teaspoon vanilla extract', '1 1/2 cups fresh blackberries or frozen, thawed (about 6 ounces)']","Place 1/2 cup cream in small saucepan; sprinkle gelatin over.Let stand until gelatin softens, about 20 minutes.
Meanwhile, stir 1 1/2 cups cream, crème fraîche, hazelnuts, and 1/2 cup sugar in medium saucepan over medium heat until sugar dissolves and mixture comes to gentle boil. Remove from heat. Cover; steep 5 minutes. Strain into 4-cup measuring cup, pressing on hazelnuts to release all cream (about 3 cups).
Stir gelatin mixture over medium-low heat until gelatin dissolves. Whisk gelatin mixture into strained cream. Whisk in Frangelico and vanilla. Divide mixture among six 3/4-cup custard cups. Refrigerate panna cottas until cold and set, at least 6 hours and up to 1 day.
Mix berries and 2 tablespoons sugar in medium bowl; toss to blend. Spoon sugared berries over each panna cotta.",hazelnut-panna-cotta-with-berry-compote-233430,"['2 cups whipping cream, divided', '1 teaspoon unflavored gelatin', '1 1/3 cups crème fraîche or sour cream (about 11 ounces)', '2/3 cup hazelnuts, toasted, husked, coarsely chopped', '1/2 cup plus 2 tablespoons sugar', '4 tablespoons Frangelico (hazelnut liqueur)', '1/2 teaspoon vanilla extract', '1 1/2 cups fresh blackberries or frozen', 'thawed (about 6 ounces)']",D:\fooddata\images\hazelnut-panna-cotta-with-berry-compote-233430
mediterranean,Walnut-Date Torte,mediterranean,54.68,383.6,112.39,2022-10-16,16:47:17,mediterranean,9993,Walnut-Date Torte,"['1/4 cup boiling-hot water', '1 1/2 cups pitted dates (1/2 pound), finely chopped', '1 1/2 cups walnuts (5 ounces), toasted and cooled', '3/4 cup sugar, divided', '2/3 cup matzo meal', '1 tablespoon grated orange zest', '1/2 teaspoon ground cardamom', '1/4 teaspoon salt', '4 large eggs, separated, at room temperature 30 minutes', 'Accompaniment: unsweetened whipped cream', 'Garnish: Passover powdered sugar']","Preheat oven to 350°F with rack in middle. Generously grease a 9- by 2-inch round cake pan with softened butter or vegetable oil and dust with some matzo meal, knocking out excess.
Pour hot water over dates in a large bowl and let stand 15 minutes to soften.
Pulse walnuts in a food processor until chopped, then add 1/4 cup sugar and pulse until nuts are finely ground. Add matzo meal (2/3 cup), zest, cardamom, and salt and pulse until combined.
Beat egg whites with a pinch of salt in a bowl using an electric mixer at medium-high speed until they just hold soft peaks. Add remaining 1/2 cup sugar in a slow stream, beating until whites hold stiff glossy peaks.
Whisk yolks into date mixture. Fold one third of yolk mixture into whites, then fold in remaining yolk mixture gently but thoroughly. Fold all of nut mixture into batter.
Spoon batter into cake pan and bake until golden and springy to the touch and cake just begins to pull away from side of pan, 35 to 40 minutes. Cool in pan on a rack 30 minutes, then invert onto rack and cool completely.",walnut-date-torte-242024,"['1/4 cup boiling-hot water', '1 1/2 cups pitted dates (1/2 pound), finely chopped', '1 1/2 cups walnuts (5 ounces), toasted and cooled', '3/4 cup sugar, divided', '2/3 cup matzo meal', '1 tablespoon grated orange zest', '1/2 teaspoon ground cardamom', '1/4 teaspoon salt', '4 large eggs, separated, at room temperature 30 minutes', 'Accompaniment: unsweetened whipped cream', 'Garnish: Passover powdered sugar']",D:\fooddata\images\walnut-date-torte-242024
mediterranean,"Mussels with Tomatoes, Wine, and Anise",italian,117.86,116.72,76.96,2022-10-16,16:47:17,mediterranean,11863,"Mussels with Tomatoes, Wine, and Anise","['4 tablespoons olive oil, divided', '1 1/2 cups chopped onion', '2 pounds mussels, scrubbed, debearded', '4 tablespoons chopped fresh Italian parsley, divided', '4 anchovy fillets, chopped', '3 garlic cloves, chopped', '6 tablespoons anise-flavored liqueur (such as Pernod, pastis, or ouzo)', '1/2 cup canned tomato sauce', '1/4 cup dry white wine']","Heat 2 tablespoons oil in heavy large pot over medium-high heat. Add onion and sauté until tender, about 4 minutes. Add mussels, 2 tablespoons parsley, anchovies, and garlic, then liqueur; stir to blend. Boil 1 minute. Add tomato sauce and wine. Cover and cook until mussels open, about 6 minutes (discard any mussels that do not open). Season sauce to taste with salt and pepper. Divide mussels and sauce among 4 shallow bowls. Drizzle mussels with remaining 2 tablespoons oil and sprinkle with remaining 2 tablespoons parsley.",mussels-with-tomatoes-wine-and-anise-233376,"['4 tablespoons olive oil, divided', '1 1/2 cups chopped onion', '2 pounds mussels, scrubbed, debearded', '4 tablespoons chopped fresh Italian parsley, divided', '4 anchovy fillets, chopped', '3 garlic cloves, chopped', '6 tablespoons anise-flavored liqueur (such as Pernod, pastis, or ouzo)', '1/2 cup canned tomato sauce', '1/4 cup dry white wine']",D:\fooddata\images\mussels-with-tomatoes-wine-and-anise-233376
mediterranean,Bacon Baklava,mediterranean,163.49,823.99,554.46,2022-10-16,16:47:17,mediterranean,4793,Bacon Baklava,"['1/2 pound raw walnut pieces', '1/2 pound raw pistachio meats', '1 cup cooked and crumbled bacon (about 12 slices)', '1/3 cup sugar', '1 teaspoon ground cardamom', '1 1/4 cup (2 1/2 sticks) unsalted butter, melted', '1 package (16 ounces) phyllo dough, thawed', '1 cup water', '1 cup sugar', '1 cup honey', '1 cinnamon stick', '1/4 cup orange flower water or rose water']","Preheat oven to 350°F
In a food processor, pulse the nuts until they are ground, but not turned into meal. Add the bacon, sugar, and cardamom and pulse a few more times until the nut mixture is finely chopped and evenly blended.
Begin layering the baklava. Brush a jellyroll pan, or sheet pan with sides, generously with the melted butter. Unroll the phyllo dough and cover the sheets with a piece of plastic wrap and a damp towel. This keeps the sheets from drying out while you are layering the baklava. Read the package for detailed handling instructions.
Place a sheet of phyllo on the sheet pan and brush it with melted butter. Repeat with 6 more sheets of phyllo dough and butter for a total of 7 sheets. You do not have to cover every last inch of the phyllo with butter, but try and have it evenly dispersed between all of the layers. Spread 1/3 cup of the nut mixture evenly over the phyllo. Top the nuts with two more buttered sheets of phyllo. Continue sprinkling with 1/3 cup of the nut mixture adding two sheets of buttered phyllo until all of the nut mixture is used. Top with a final layer of 7 buttered phyllo sheets.
Use a sharp knife to cut the uncooked baklava into 24 diamond shapes. Bake the baklava until it is brown and crisp, 30-35 minutes.
While the baklava is baking, combine the water, sugar, and honey in a saucepan. Gradually heat the mixture until the sugar dissolves. Add the cinnamon stick and bring the mixture to a boil. Reduce the heat slightly and simmer for 25-30 minutes. Remove the pan from heat, add the orange flower water and cool slightly. Pour the syrup evenly over the baklava as soon as it comes out of the oven. Make sure you get the syrup in every crack and crevice. Leave to soak for several hours. Serve at room temperature and store leftovers in the refrigerator.",bacon-baklava-51225820,"['1/2 pound raw walnut pieces', '1/2 pound raw pistachio meats', '1 cup cooked and crumbled bacon (about 12 slices)', '1/3 cup sugar', '1 teaspoon ground cardamom', '1 1/4 cup (2 1/2 sticks) unsalted butter, melted', '1 package (16 ounces) phyllo dough, thawed', '1 cup water', '1 cup sugar', '1 cup honey', '1 cinnamon stick', '1/4 cup orange flower water or rose water']",D:\fooddata\images\bacon-baklava-51225820
mediterranean,Tzatziki,mediterranean,50.78,68.75,32.66,2022-10-16,16:47:17,mediterranean,1786,Tzatziki,"['3 Persian or 1/2 English hothouse cucumbers, cut into 1/4-inch pieces', 'Kosher salt', '1 cup plain whole-milk Greek yogurt', '3 tablespoons olive oil', '2 tablespoons fresh lemon juice', '1 garlic clove, lightly crushed', '1/4 cup chopped mint']","Toss cucumbers with a few generous pinches of salt in a small bowl; firmly squeeze several times with your hands to release excess water. Drain.
Mix cucumbers, yogurt, oil, lemon juice, and garlic in a medium bowl; season with salt. Let sit at room temperature until tzatziki tastes garlicky, 15–20 minutes; discard garlic. Stir in mint just before serving.
Tzatziki (without mint) can be made 3 days ahead. Cover and chill.",tzatziki-greek-cucumber-yogurt-sauce,"['3 Persian or 1/2 English hothouse cucumbers, cut into 1/4-inch pieces', 'Kosher salt', '1 cup plain whole-milk Greek yogurt', '3 tablespoons olive oil', '2 tablespoons fresh lemon juice', '1 garlic clove, lightly crushed', '1/4 cup chopped mint']",D:\fooddata\images\tzatziki-greek-cucumber-yogurt-sauce
mediterranean,Tzatziki,mediterranean,20.31,40.51,16.6,2022-10-16,16:48:44,mediterranean,1786,Tzatziki,"['3 Persian or 1/2 English hothouse cucumbers, cut into 1/4-inch pieces', 'Kosher salt', '1 cup plain whole-milk Greek yogurt', '3 tablespoons olive oil', '2 tablespoons fresh lemon juice', '1 garlic clove, lightly crushed', '1/4 cup chopped mint']","Toss cucumbers with a few generous pinches of salt in a small bowl; firmly squeeze several times with your hands to release excess water. Drain.
Mix cucumbers, yogurt, oil, lemon juice, and garlic in a medium bowl; season with salt. Let sit at room temperature until tzatziki tastes garlicky, 15–20 minutes; discard garlic. Stir in mint just before serving.
Tzatziki (without mint) can be made 3 days ahead. Cover and chill.",tzatziki-greek-cucumber-yogurt-sauce,"['3 Persian or 1/2 English hothouse cucumbers, cut into 1/4-inch pieces', 'Kosher salt', '1 cup plain whole-milk Greek yogurt', '3 tablespoons olive oil', '2 tablespoons fresh lemon juice', '1 garlic clove, lightly crushed', '1/4 cup chopped mint']",D:\fooddata\images\tzatziki-greek-cucumber-yogurt-sauce
mediterranean,Mustard Aioli-Grilled Potatoes with Fines Herbes,american,25.75,206.27,91.42,2022-10-16,16:47:24,mediterranean,5524,Mustard Aioli-Grilled Potatoes with Fines Herbes,"['1/2 cup mayonnaise', '2 garlic cloves, smashed to a paste', '1 heaping tablespoon Dijon mustard', '1 heaping tablespoon whole grain mustard', 'Kosher salt and freshly ground black pepper', '2 1/2 pounds baby Yukon gold potatoes, scrubbed', '2 tablespoons finely chopped fresh flat-leaf parsley leaves', '1 tablespoon finely chopped fresh chives', '1 tablespoon finely chopped fresh tarragon']","1. Whisk together the mayonnaise, garlic, and both mustards in a small bowl; season with salt and pepper. Cover the aioli and refrigerate for at least 30 minutes and up to 1 day.
2. Put the potatoes in a pot, cover with cold water by 2 inches, and add 2 tablespoons salt. Bring to a boil over high heat and cook until a skewer inserted into the center of a potato meets some resistance, 15 to 20 minutes. Drain well and let cool slightly.
3. Heat your grill to medium for direct grilling.
4. Put the potatoes in a large bowl, toss with the aioli, and season with salt. Grill until golden brown on all sides, about 8 minutes.
5. Transfer the potatoes to a platter, sprinkle with the fresh herbs, and season with salt and pepper.",mustard-aioli-grilled-potatoes-with-fines-herbes-51166800,"['1/2 cup mayonnaise', '2 garlic cloves, smashed to a paste', '1 heaping tablespoon Dijon mustard', '1 heaping tablespoon whole grain mustard', 'Kosher salt and freshly ground black pepper', '2 1/2 pounds baby Yukon gold potatoes, scrubbed', '2 tablespoons finely chopped fresh flat-leaf parsley leaves', '1 tablespoon finely chopped fresh chives', '1 tablespoon finely chopped fresh tarragon']",D:\fooddata\images\mustard-aioli-grilled-potatoes-with-fines-herbes-51166800
mediterranean,Bacon Swiss Burgers with Tomato and Avocado,american,174.59,97.06,164.78,2022-10-16,16:47:24,mediterranean,9296,Bacon Swiss Burgers with Tomato and Avocado,"['8 slices bacon', '1 pound ground beef chuck or sirloin', '1 teaspoon Worcestershire sauce', '1 or 2 dashes Tabasco sauce', '1/4 teaspoon dried thyme leaves', 'Salt and freshly ground black pepper, to taste', 'Vegetable oil, for grilling', '4 slices Swiss cheese', '4 hamburger buns, toasted, for serving', 'Thinly sliced ripe tomato, for garnish', 'Thinly sliced red onion, for garnish', 'Sliced ripe avocado, for garnish', 'Boston lettuce leaves, for garnish']","1. If you will be grilling the burgers, preheat a barbecue grill to medium-high.
2. While the grill is heating up, cook the bacon on the stovetop in a large skillet over medium-low heat until it is just crisp, 6 to 7 minutes. Transfer the bacon to a plate lined with paper towels and set it aside to drain. (If you prefer to panfry the burgers, reserve 2 tablespoons of the bacon fat in the skillet.)
3. Place the beef, Worcestershire, Tabasco, thyme, and salt and pepper in a bowl, and toss lightly with a fork to combine. Form the mixture into 4 patties, each about 3 inches in diameter and 1 inch thick.
4. When you are ready to grill the burgers, oil the grill grate well. Add the burgers and grill for about 3 minutes for rare, 4 minutes for medium-rare meat. Turn them over and grill for another 3 or 4 minutes, topping the burgers with the cheese in the last minute of cooking. (Or panfry the burgers in the hot bacon fat over medium heat for 3 minutes per side for rare meat, adding the cheese as described.)
5. Place the burgers on the toasted buns, and top them with the bacon, tomato, onion, avocado, and lettuce. Cover with the tops of the buns and serve immediately.",bacon-swiss-burgers-with-tomato-and-avocado-350990,"['8 slices bacon', '1 pound ground beef chuck or sirloin', '1 teaspoon Worcestershire sauce', '1 or 2 dashes Tabasco sauce', '1/4 teaspoon dried thyme leaves', 'Salt and freshly ground black pepper, to taste', 'Vegetable oil, for grilling', '4 slices Swiss cheese', '4 hamburger buns, toasted, for serving', 'Thinly sliced ripe tomato, for garnish', 'Thinly sliced red onion, for garnish', 'Sliced ripe avocado, for garnish', 'Boston lettuce leaves', 'for garnish']",D:\fooddata\images\bacon-swiss-burgers-with-tomato-and-avocado-350990
mediterranean,Spring Lamb with Grilled Baby Artichokes – Mr. Bean,mediterranean,247.58,224.63,259.78,2022-10-16,16:47:31,mediterranean,7389,Spring Lamb with Grilled Baby Artichokes – Mr. Bean,"['1 pound dried flageolet beans', '1/2 lemon', '1/2 cup chopped fresh garlic', '10 sprigs thyme', '2 teaspoons kosher salt', '1/4 cup extra virgin olive oil', '2 sprigs rosemary, chopped', '2 tablespoons chopped fresh garlic', '8 spring lamb tenderloins', '1/2 cup extra virgin olive oil', '1 tablespoon chopped spring garlic', '1/4 cup pitted and chopped kalamata olives', 'Salt and freshly ground black pepper', '1 red bell pepper', '8 baby artichokes', 'Extra virgin olive oil', '2 ounces frisée', 'Salt and freshly ground black pepper']","To make the beans, soak the dried beans in water to cover for 4 hours. Drain.
In a large saucepan, combine 8 cups water with the beans, the lemon half, garlic, thyme, and salt. Bring to a simmer and cook for 45 to 50 minutes, or until al dente.
To prepare the lamb, combine the olive oil, rosemary, and garlic in a shallow dish; add the lamb tenderloins, and marinate for 3 to 6 hours, depending on how much time you have and how much flavor you want the meat to absorb.
To make the beans, soak the dried beans in water to cover for 4 hours. Drain.
To make the salad, over an open flame, roast the bell pepper until all sides are properly charred, but not completely burnt.
Place the pepper in a bowl and cover with plastic wrap for 5 minutes. (This will steam the pepper, making it easier to remove the skin.) Remove the skin and seeds from the pepper,then julienne and set aside.
Bring a pot of salted water to a boil on the stove. Peel off the outer artichoke leaves until you reach a layer where they are almost yellow. Blanch the artichokes for 7 minutes, then let them cool down a bit before cutting each one in half. Coat them with extra virgin olive oil and season with salt and pepper.
Preheat the grill to medium-high. Remove the lamb from the marinade, removing any pieces of garlic or rosemary because they will burn on the grill. Season the lamb with salt and pepper. Grill the lamb for 4 to 5 minutes, or until medium-rare,turning them a few times. Grill the artichokes at the same time, turning them a few times, until you get grill marks on all sides, about 3 minutes. Let the lamb rest for 2 to 3 minutes, then slice. Place the beans, bell pepper slices, frisée, and artichokes in a bowl with the tapenade. Toss gently and season with salt and pepper. Place the sliced lamb on top and serve.",spring-lamb-with-grilled-baby-artichokes-mr-bean-363469,"['1 pound dried flageolet beans', '1/2 lemon', '1/2 cup chopped fresh garlic', '10 sprigs thyme', '2 teaspoons kosher salt', '1/4 cup extra virgin olive oil', '2 sprigs rosemary, chopped', '2 tablespoons chopped fresh garlic', '8 spring lamb tenderloins', '1/2 cup extra virgin olive oil', '1 tablespoon chopped spring garlic', '1/4 cup pitted and chopped kalamata olives', 'Salt and freshly ground black pepper', '1 red bell pepper', '8 baby artichokes', 'Extra virgin olive oil', '2 ounces frisée', 'Salt and freshly ground black pepper']",D:\fooddata\images\spring-lamb-with-grilled-baby-artichokes-mr-bean-363469
mediterranean,Vasilopita,french,103.98,798.0,274.18,2022-10-16,16:47:31,mediterranean,7527,Vasilopita,"['3/4 cup blanched, slivered almonds', '1/3 cup light brown sugar', '1 tablespoon honey', '3 cups all-purpose flour', '2 teaspoons baking powder', '1/2 teaspoon baking soda', '1 teaspoon mahlab or 1 tablespoon anise seed', '1 cup (2 sticks) unsalted butter, softened', '2 cups granulated sugar', '6 eggs', '2 teaspoons lemon juice', '1 teaspoon vanilla extract', '1 cup milk', 'A coin or hard candy']","Preheat the oven to 350°F. Butter a 9-inch round cake pan and a 4-inch round cake pan.
Combine the almonds, brown sugar, and honey in a small bowl, and set aside. Mix the flour, baking powder, baking soda, and mahlab in a medium bowl, and set aside. In a large bowl, cream the butter and granulated sugar until light and fluffy. Add the eggs one at a time, beating well after each addition. Stir in the lemon juice and vanilla. Add the flour mixture to the butter mixture, alternating with the milk, and mix well.
Divide one-third of the nut mixture between the two prepared pans, scattering it in an even layer over their bottoms. Fill the smaller (4-inch) pan two-thirds full of batter, then pour half of the remaining batter into the larger (9-inch) pan. Bake both layers for 20 minutes, until the cakes become a bit firm. Sprinkle half of the remaining almond mixture in an even layer over both cakes, and lay the coin on top of one of the partly baked cakes. Pour the remaining batter on top of each cake. Bake for another 20 to 25 minutes, until a knife inserted in the center of each comes out clean. Let the cakes cool in their pans for 10 minutes.
Remove the cakes from their pans, and place the smaller one on top of the larger. Top with the remaining almond mixture, and serve warm.",vasilopita-361412,"['3/4 cup blanched, slivered almonds', '1/3 cup light brown sugar', '1 tablespoon honey', '3 cups all-purpose flour', '2 teaspoons baking powder', '1/2 teaspoon baking soda', '1 teaspoon mahlab or 1 tablespoon anise seed', '1 cup (2 sticks) unsalted butter, softened', '2 cups granulated sugar', '6 eggs', '2 teaspoons lemon juice', '1 teaspoon vanilla extract', '1 cup milk', 'A coin or hard candy']",D:\fooddata\images\vasilopita-361412
